                  Analyte  Sample,EGF,FGF-2,G-CSF,GM-CSF,IFNg,IL-10,IL-12p70,sCD-40L,IL-1ra,IL-1b,IL-2,IL-4,IL-5,IL-6,IL-8,IP-10,MCP-1,MIP-1a,MIP-1b,TNFa,VEGFa
Unknown4,0.3280333178668397,0.2745697613444337,0.24511321498621572,0.08174164543684352,0.04194639330513129,0.006978059540581973,0.23544326709901275,0.5934786299030477,0.1365895904200271,-0.30984072185048256,-0.3480378135055415,0.14714809428013848,-0.39456509317273947,-0.08094979967428544,0.037529303170015925,0.3504076921489443,0.41738455420873827,0.06839184609721173,0.26931169720486753,0.14269873920189588,0.33771176597740094
Unknown5,0.29792254623327025,0.29539890801264584,0.2715539847287808,0.11149741387131872,0.016788611889032422,0.22080433932176155,-0.042711228471819476,0.5263670161973999,0.12484449419524125,-0.2142004106321837,-0.21880055270245385,0.2586327519691014,-0.3855038419119616,-0.1888387292190892,0.037669757359569275,0.37013940489296976,0.46333037792724374,0.0639575063374478,0.23558955144973126,0.08611859085379964,0.36956270723140305
Unknown6,0.3348129247208452,0.27784518462976254,0.2523224715753454,0.07464119628968346,0.007156747277619866,0.38939559401409773,-0.042711228471819476,0.5740007288691379,0.1397175534870454,-0.3187524808198888,-0.3061371627647485,0.16208619416552134,-0.4416180697186576,-0.2584938605383,0.12164259194518791,0.3557402707010151,0.44661451504996563,0.06882623494563511,0.24621007632394584,0.12184553977772206,0.3750116497278073
Unknown7,0.3169184400512793,0.31327852382525845,0.2370596297431439,0.15662469273873214,0.21614760817985848,0.12272056893695976,0.02894829556284736,0.5309038786047517,0.26271243369503094,-0.2195787198208546,-0.1875312819571151,0.4301476991679125,0.10893929919617111,0.2511624432679029,0.2179984939449858,0.37959245472489334,0.42738913237770826,0.17568173155715053,0.29577310293492753,0.1044330282224101,0.34991772579250674
Unknown8,0.3384872834845635,0.29901417818222753,0.23489777609287402,0.1622235684309296,0.09264872169343648,0.10678686968932018,-0.014959158024168303,0.5453745456826282,0.2692976640382849,-0.18051121015191834,-0.2134449716092358,0.4213142332812543,0.1441304100667186,0.2901700510962553,0.22600320483489844,0.3695003646930824,0.4078148224322106,0.18390817635018833,0.26931169720486753,0.12055367681168844,0.33771176597740094
Unknown9,0.2696338007685275,0.2786249974403058,0.24881177910231478,0.07464119628968346,0.08174164543684352,0.10023054147505338,-0.0591157021792395,0.5677019128421816,0.14119073084728823,-0.2919659640125988,-0.2575355109275448,0.3073815544889499,-0.33080624555767363,0.09457109434012506,0.04607911793884834,0.33159282622603575,0.43209974379541866,0.04248754802608099,0.31639587156985177,0.12576059191877742,0.41280454662408944
Unknown10,0.3190028960250693,0.2770450225244513,0.2370596297431439,0.07829590829905102,0.03682463111223827,0.054558716553369344,-0.04797197461950477,0.601250746311686,0.16542073977060592,-0.3049174820660567,-0.2724375118122769,0.2546127308974626,-0.21880055270245385,0.10740616209136501,0.11629816587445799,0.3293017986847192,0.4146285138545736,0.06075152408452955,0.30442481605646543,0.12352199264964253,0.39660750598832545
Unknown11,0.2615031463022107,0.2754075948496272,0.2661945018499601,0.08518122330504505,0.20052554983775295,0.11435977084470778,-0.042711228471819476,0.5614778236426918,0.18669170874786428,-0.14508494959332852,-0.16960792476931957,0.31514395908387643,-0.3226931532482908,-0.298926926313645,0.1564309742422258,0.3791901945584929,0.4684177335274573,0.03961953444520515,0.19422438198345338,0.18298680379103585,0.3577626817375021
Unknown12,0.2927388121907143,0.30714672549860844,0.3198251313131916,0.07648295272964362,0.26330301194480477,0.03934287331357541,0.04422998764696947,0.5754017855703079,0.17043240266590423,-0.176188130195454,-0.17376586439110492,0.20731909452236966,-0.27556052380921237,-0.16158613983777545,0.14319656555238042,0.3168418190936166,0.4473629345519325,0.10072363943562028,0.2489729063479779,0.1437469080386397,0.3867204582581424
Unknown13,0.2863640567350214,0.31895073931160733,0.27530333630896975,0.1524262137800206,-0.08747751266877635,0.03781005223629334,0.014784419158500236,0.5198910854188865,0.24852457822965437,-0.18051121015191834,-0.11808615839765212,0.3431603168834135,-0.020781187406213583,0.17264014125333974,0.1405133986464185,0.36453599758254746,0.44707498255425876,0.14586562206124096,0.27514669746300513,0.14682897395678696,0.31259230035300667
Unknown14,0.3526205188276867,0.3121938708473739,0.27530333630896975,0.14982123643259113,-0.07437378293777139,0.06213612957898208,-0.042711228471819476,0.6131974362442124,0.22870804053955993,-0.2142004106321837,-0.17376586439110492,0.3464201646052119,0.012748447033844203,0.21476059885721413,0.19029280282818756,0.347983214266359,0.4413739693962501,0.16511004775756605,0.2758751105728047,0.16847529487357768,0.32665528669600924
Unknown15,0.22637481935847625,0.2597581208936512,0.2370596297431439,0.045553645382758606,-0.09466864099825137,0.10023054147505338,-0.09103040698586853,0.5025617004814754,0.16826020943075473,-0.3480378135055415,-0.31109034544983544,0.21335210756398748,-0.41791726187592937,-0.1888387292190892,0.008400727125697586,0.3578148886190008,0.4624128786352006,0.05406882982447014,0.221565755668431,0.09956966257422399,0.3389145520862337
Unknown16,0.33115169738598443,0.27194898977695225,0.22795986101403204,0.07464119628968346,-0.056816553352373844,0.10194690280662792,-0.012865038162403915,0.5979653346152094,0.13816530063214785,-0.30130187733359576,-0.2798036325588063,0.20523631379410132,-0.4059424681913793,-0.17256748875065686,0.03920430968010601,0.33572094141787207,0.44076521833065374,0.05970239556523791,0.20868193258066528,0.12451540060933612,0.358218167513786
Unknown17,0.25182231254465787,0.2631066179107616,0.22161465845838,0.07464119628968346,0.15362938996438483,0.028495818446118676,-0.06502881868961037,0.41916737714651514,0.10064160801334981,-0.3378161109071833,-0.3480378135055415,0.21041288273836567,-0.41791726187592937,-0.046108355295097395,0.11238617336067115,0.36474872953869647,0.4301235163686824,0.07929095776866331,0.28578226072495494,0.1191768413684541,0.3468840677960403
Unknown18,0.3656397229736919,0.2754075948496272,0.2326596667072941,0.08518122330504505,-0.04637308954097308,0.028495818446118676,-0.03764011409326309,0.5793601519981995,0.1518192429958771,-0.28414033657998033,-0.26834992321220774,0.21041288273836567,-0.3556509552671571,-0.1362119945346477,0.06740856264983355,0.33860146952288134,0.43618942618592516,0.06586250182036127,0.265580184844528,0.15227481023786718,0.35028188713977476
Unknown19,0.36939388346824686,0.32939897108525124,0.2941316571851725,0.2144700571500542,0.22239350170539204,0.2442293223574699,0.19825135585248152,0.563864143858263,0.29692484209058084,-0.041682229910134386,-0.07119222378720144,0.48295962540987625,0.24044249467725404,0.34257974810261976,0.28864961140141454,0.2706202281971124,0.4693862376305636,0.2400862754815707,0.30026232970977423,0.19104462992252216,0.37541958034760353
Unknown20,0.3760152088810857,0.32637251598118167,0.28643222487591374,0.2090756539302189,0.12686250921308187,0.21200309399058806,0.12278758385915539,0.5168760403278165,0.2993425589446925,-0.03714296707699202,-0.04584411564976642,0.48724820312915984,0.23716223010596274,0.3420433911987156,0.297991223342585,0.2678392816118138,0.47712125471966244,0.2374079800102477,0.28674957355159353,0.19611435899815133,0.3664348919534501
Unknown21,0.3121041390788223,0.2844778655292284,0.274068187551497,0.13457098402876685,0.12218293523052275,0.05970239556523791,0.01810752019104586,0.5929163677082318,0.18254139357155177,-0.04986040535597993,-0.007768574588182915,0.2938943351338678,-0.17557934122986918,0.011545758713391783,0.040171000904670566,0.3528823705791892,0.4685639374730889,0.04905737184588548,0.25752442581223806,0.09865450980190058,0.3440382909095659
Unknown22,0.31375121293898633,0.2816469051389824,0.2556606603532339,0.11658241060385914,0.06563997216621925,0.03639989515924339,-0.0030528952402430957,0.5936338459212366,0.18489344089197451,-0.12198847479299582,-0.06900538819912075,0.2276176832014322,-0.17019573123848342,-0.040406493843978326,0.04003336548852507,0.34260133486826166,0.48307249708832406,0.05032983577207745,0.2384649655840705,0.12705578612739352,0.330286970163431
Unknown23,0.3134390884549475,0.30048108261335205,0.274068187551497,0.13664837589697632,0.06463336801756728,0.07566799888159845,0.0007522899670483477,0.5434803249157951,0.15511356900736828,-0.1989687956774093,-0.23673407597581014,0.3289574227187268,-0.07245661476741447,0.15125965583168852,0.07453801538349036,0.40492427291399197,0.4344184228317186,0.11529739604414813,0.26313686257388424,0.11428730947563441,0.36766712046031225
Unknown24,0.36198372895628367,0.303717626656582,0.2661945018499601,0.13862764416775977,0.019899056349695764,0.08677019522952534,-0.0030528952402430957,0.6144026499599171,0.15511356900736828,-0.20177147426925535,-0.20247912079425975,0.3302421846952218,-0.03939419749085824,0.17905656383783283,0.14538054089846478,0.38419156100585844,0.45531447283017623,0.1256954167848627,0.2663255499215333,0.1400024840491505,0.37874072952282734
Unknown25,0.2788999070277094,0.2701215488044849,0.22795986101403204,0.08174164543684352,0.02864682545275861,-0.0011365647535848892,-0.09839591698661969,0.5243682228355567,0.12484449419524125,-0.276612720135623,-0.3603515301344307,0.2841279581902767,-0.4416180697186576,-0.298926926313645,-0.06027916907359877,0.3345660423924345,0.4233424222431712,0.038787682737273385,0.2444370056377167,0.07819593033019928,0.3909129980030525
Unknown26,0.32264432149200345,0.27194898977695225,0.2337751922148479,0.07464119628968346,0.016788611889032422,-0.009783899469038128,-0.08400647179406547,0.5551288524984288,0.15887343312481939,-0.28414033657998033,-0.3541065812023826,0.15110650618442367,-0.45562431322697783,-0.2633588345675874,0.028495818446118676,0.3748931901270571,0.44745966546776444,0.033530557620038,0.25119730119942124,0.11707804989832292,0.3641283931059339
Unknown27,0.2898443603887105,0.2858280455672811,0.25058521613200857,0.1582564478297242,0.016788611889032422,0.031629377650844566,-0.04797197461950477,0.5257013535183761,0.18803614429126067,-0.18051121015191834,-0.21880055270245385,0.35157750528949255,-0.011007859067097666,0.2213453630626567,0.15437419646353173,0.40693846443960646,0.399528733505365,0.14280957457815716,0.26187238338443247,0.026362448298145554,0.3711602538851683
Unknown28,0.291874150991023,0.2737099210973137,0.23916924370411752,0.0884288255564776,0.015288411756447576,0.00499613149667406,-0.07437378293777139,0.5898528574245062,0.16249775174860026,-0.26237593107944146,-0.28414033657998033,0.24657873707549202,-0.24194270561441986,0.06979777307831338,0.11714867052399984,0.4044412698909196,0.372472132602068,0.091408105796102,0.23820191858241618,0.03511688816667394,0.36197144355783706
Unknown29,0.29724232930340944,0.3143399310027711,0.222925060345325,0.175881178198578,-0.06838652221998118,-0.01432749112504037,-0.09103040698586853,0.5654358354811135,0.23808024385923846,-0.30984072185048256,-0.12871332338973834,0.19624331457989638,-0.2874564915484022,-0.2428250987142709,-0.004411060789996121,0.36255868630881105,0.42884666040643965,0.033530557620038,0.2296512260835205,0.15535883142075724,0.3308603576263053
Unknown30,0.3000525091408409,0.3143399310027711,0.25961630231828076,0.13960336227921724,-0.07150730421880395,-0.01432749112504037,-0.09466864099825137,0.5628809917810241,0.24832656634571434,-0.32806663593261226,-0.16158613983777545,0.1875430240502766,-0.39089652441585226,-0.298926926313645,0.021026144356764975,0.31467992863458627,0.4248338093875742,0.021346343099832986,0.23198785028054777,0.14736029131807005,0.33416078717123654
Unknown31,0.30075602498109977,0.2964561800510563,0.26825251240852704,0.11529739604414813,0.18918851297694242,0.14319656555238042,-0.023676037850858554,0.5137017241578048,0.1816067940004305,-0.1921508510138285,-0.1719714443797682,0.3404709888803462,-0.007568708123686765,0.2204335845885539,0.1916891779422948,0.3264466797366228,0.4148206115464457,0.18261577172899218,0.19588826049332614,0.06213612957898208,0.330286970163431
Unknown32,0.32116850045269485,0.2908604062886759,0.2695918587621186,0.11896878950225766,0.12278758385915539,0.15820883034283048,-0.04797197461950477,0.5674027263646306,0.20183967106216663,-0.1678566254142072,-0.14970863455242947,0.34888796658388954,0.019899056349695764,0.23194433083654792,0.20268551565215265,0.3395310347628593,0.4501991338569572,0.18066305930416363,0.20064857798099048,0.09167510168205947,0.323721796633686
Unknown33,0.24943668445528863,0.2737099210973137,0.22421657315218918,0.0630503148349704,-0.056816553352373844,0.054558716553369344,-0.0030528952402430957,0.45605787909152296,0.11348703099992823,-0.276612720135623,-0.2575355109275448,0.19624331457989638,-0.2142004106321837,-0.07437378293777139,-0.15233449761076967,0.39349135488738357,0.3841296592831432,0.027738048179674367,0.22811909380878256,0.08174164543684352,0.40651862395529104
Unknown34,0.2969347831346116,0.2737099210973137,0.21465505466817522,0.0630503148349704,-0.031788488248803155,0.08778667308616442,-0.019247569162288664,0.5675577226138177,0.14269873920189588,-0.30984072185048256,-0.24371166438864897,0.18884077898813428,-0.23250223044599555,-0.19620985060722135,-0.11894505082516181,0.37169161447738164,0.3913635316964697,0.03511688816667394,0.2444370056377167,0.0696902208497287,0.38656432892712356
Unknown35,0.3838844307117358,0.289659205516375,0.2556606603532339,0.10339724445670159,0.007156747277619866,0.06213612957898208,-0.0030528952402430957,0.6249801913685403,0.1397175534870454,-0.26936378236981123,-0.23673407597581014,0.2425688733256299,-0.22272509358796372,-0.09430087356657715,0.02118634458354006,0.357862710502994,0.41225497629395186,0.06586250182036127,0.21870817899525066,0.15763565706298815,0.37948816367229354
Unknown36,0.37289568625920755,0.37570466904405364,0.3317810697216142,0.2697594985151083,0.17168815003361068,0.13874291024544916,0.13891557055123824,0.6249801913685403,0.2205078578463147,0.12245208923924118,0.08714087448107215,0.2880398523758711,-0.09689407510335717,-0.10494790320422115,0.0505827331547638,0.3844444595211657,0.4099024532655668,0.11707804989832292,0.290817435338353,0.1959529155259253,0.40149515018822696
Unknown37,0.2884616402453734,0.2858280455672811,0.2254896909429767,0.07829590829905102,0.16190273434275002,0.028495818446118676,-0.023676037850858554,0.5130679197787166,0.13816530063214785,-0.32806663593261226,-0.3421367086866467,0.3119161744959974,-0.07501841243045014,0.12896945287062586,0.07839579986169859,0.36457938541097334,0.44996766341282757,0.12258641318534838,0.3065081896385279,0.12576059191877742,0.4268838889567273
Unknown38,0.4087597180434228,0.28308080555517184,0.25400802676004264,0.10055951607055856,-0.023002517401979696,0.054558716553369344,-0.023676037850858554,0.6249801913685403,0.18803614429126067,-0.2195787198208546,-0.2885743142844458,0.33554857608942845,-0.027094315914325512,0.14297560524907688,0.08797051564573262,0.3672815903571028,0.46602729357246586,0.15437419646353173,0.30362649016589416,0.1660392244059855,0.43509805106739297
Unknown39,0.3784008291755143,0.31145656597384597,0.2976669287424104,0.20628357544862427,0.11282785211121102,0.12922201933639055,0.046863106092572215,0.548828249496687,0.29809902237516234,-0.09915239926351595,-0.10377123579784615,0.4888927016466431,0.24134624098354177,0.35934610308905485,0.27597863866723893,0.3713283150009075,0.471201449721143,0.23542234936947753,0.3022556492178643,0.15297943901575686,0.36956270723140305
Unknown40,0.425612813648088,0.317687963758228,0.30645546991034867,0.20532404006192054,0.13022630241194516,0.13171505879692672,0.06586250182036127,0.6213618500449872,0.30247810656754825,-0.09139033076187417,-0.0846942921935854,0.493077234158672,0.24742069048772636,0.3605856298217284,0.3017621098997316,0.37399974754449017,0.4943716653128868,0.2506904581002901,0.3129805785451344,0.19694942568525495,0.3807631420273453
Unknown41,0.26652899059031165,0.2801623965384421,0.2668910367756082,0.09158617312389496,-0.006970903510290154,0.05970239556523791,0.007869051421246463,0.4807692893625306,0.17043240266590423,-0.266337988363162,-0.31109034544983544,0.21898546517156367,-0.3226931532482908,0.014615980976361256,-0.03764011409326309,0.36953704370180285,0.44162440491724925,0.0639575063374478,0.221565755668431,-0.026633587936562907,0.32602091189073656
