,EGF,Eotaxin,FGF-2,FLT3L,FKN,GCSF,GM-CSF,GRO,IFNα2,IFNγ,IL1α,IL1β,IL1Ra/Ra2,IL2,IL3,IL4,IL5,IL6,IL7,IL8,IL9,IL10,IL12-P40,IL12-P70,IL13,IL15,IP10,MCP1,MCP3,MDC,MIP1α,MIP1β,sCD40-L,TGFα,TNFα,TNFβ,VEGF
EGF,0.0,0.32656207565620854,0.555762880165241,0.5910316792844393,0.43147989319446667,0.40676477897910424,0.3871867878427384,0.16553729216418223,0.4748216541846159,0.459672372905754,0.6518507273842883,0.7793350257316156,0.574308135888172,0.7396289907671538,0.6285122223054322,0.5624994002081519,0.7743992818997527,0.6297754410835443,0.7113656677644846,0.37296091005955806,0.7117980708845433,0.725551212862332,0.684162212453355,0.6109147086913044,0.632654159685572,0.8073754986578852,0.2652788188102557,0.34743694277694637,0.46017070488911105,0.35666680810662454,0.34643703402522885,0.3395106335060414,0.191666009440339,0.3879064406689863,0.4781236965534354,0.7606186045004477,0.34523047472223467
Eotaxin,0.32656207565620854,0.0,0.5659171785145198,0.5133128560768553,0.5491338962074729,0.4686363168037084,0.43918574346716116,0.3416893697059985,0.5436602612904021,0.46353624152469586,0.6543522632486926,0.6831579658925873,0.667912510853604,0.6722371951300338,0.6523874369502409,0.5741080818468166,0.6666284491908673,0.5281897960657234,0.7124304457203406,0.3133251495284669,0.686655198980895,0.6742936900723238,0.6658351901453485,0.6398162781488147,0.6187901134521642,0.7327757372001665,0.3130496281704111,0.20102842983093938,0.5810736391491588,0.340999212646169,0.3381968051038549,0.44314125198059695,0.2919354727120421,0.40997965327784897,0.38473170506708676,0.7268161431749284,0.4139219960852768
FGF-2,0.555762880165241,0.5659171785145198,0.0,0.5867396735061325,0.3907699225733704,0.4070888164976296,0.48893453199531156,0.49441598350811305,0.45293222072484257,0.4967773381851099,0.5899421620660946,0.4743359915005104,0.39474957055109283,0.560660946349489,0.5604931838943582,0.6796174533436965,0.5429225360757207,0.46551969034278695,0.4676332561284957,0.47672159573254125,0.5824936088827251,0.47372557535988546,0.52191639826628,0.4841066765363265,0.5726100053563642,0.5128632632057188,0.5125502091534629,0.5998061034682008,0.4882252324216221,0.5437752900760722,0.5162241850377562,0.3929518099142281,0.5162984745669611,0.4646357524676847,0.4294590185702757,0.5542941192106378,0.43904132544691954
FLT3L,0.5910316792844393,0.5133128560768553,0.5867396735061325,0.0,0.678794829524708,0.6829996839711481,0.5502893174941369,0.6449441844443083,0.6343794558314464,0.3982257296028953,0.4412925472294553,0.43362670264736536,0.6350711963538811,0.3414307786958901,0.3998197640463286,0.3699007477797456,0.40345285811706655,0.46206789370188034,0.4278349847876606,0.5823064340207305,0.37375479630525266,0.5248257181877252,0.4980169970662796,0.34298513988148027,0.3926448247953022,0.3879810994894019,0.6184945235151389,0.5569407436295013,0.6559818936692415,0.5251383893091212,0.5582292056336132,0.6904009847259053,0.6116241214168411,0.5559304213062103,0.6195180243737941,0.42183295928358067,0.5343144324153505
FKN,0.43147989319446667,0.5491338962074729,0.3907699225733704,0.678794829524708,0.0,0.4111021694928637,0.42968867324208787,0.42282840706762587,0.37878337960686354,0.5625635029159705,0.517922045068312,0.5739439142915769,0.3877214613512722,0.5052242349487841,0.6160223692212824,0.6495051592345995,0.5801991737950982,0.5332105712804621,0.5964061517810746,0.49461172053947394,0.622593689557187,0.5568575982169698,0.4568542407156475,0.5070193835796878,0.6346530401450168,0.609484902244716,0.4728342663023576,0.6036038853661603,0.3573905465640159,0.5084375756507343,0.5043215266544205,0.2094402660799785,0.458927709217474,0.5185872994639631,0.41307878749264826,0.5771635222886351,0.4584018186673164
GCSF,0.40676477897910424,0.4686363168037084,0.4070888164976296,0.6829996839711481,0.4111021694928637,0.0,0.5004794495480787,0.3414980928021052,0.4222191788975247,0.5622643801254612,0.5693880243729762,0.6420775684362292,0.45220341071170234,0.7163112859057627,0.6141759537191227,0.6442692029605825,0.7174308610919277,0.45568335794691944,0.6253554249843862,0.44538883341888214,0.6783153737750756,0.5273611263897611,0.5810662023794102,0.6305274293968949,0.6711652459957562,0.6980299797368237,0.2821956663068074,0.32999370691342966,0.45250018598134345,0.44717550924073507,0.4387957412447616,0.36875418776429103,0.3875915295355805,0.446487391764124,0.3189448707801568,0.6943179077084096,0.45611942393292854
GM-CSF,0.3871867878427384,0.43918574346716116,0.48893453199531156,0.5502893174941369,0.42968867324208787,0.5004794495480787,0.0,0.3867315332380692,0.36074723884194315,0.43464293619264227,0.4659951641055904,0.6693027313926858,0.5981429674627298,0.4387986084668331,0.5592197075236975,0.554813431662268,0.6498763429409862,0.6093940967228868,0.7225004436082315,0.5796634157301261,0.5805553014947076,0.6151595660862424,0.446544404921148,0.5056947597744227,0.5318198238248832,0.5724473363114732,0.44014489525208245,0.4799271246296977,0.40364109906285844,0.4086985097906656,0.42965129879650354,0.487687589405046,0.4446420362042272,0.5657661234951007,0.6250493717098335,0.6006076655088385,0.5001945097367129
GRO,0.16553729216418223,0.3416893697059985,0.49441598350811305,0.6449441844443083,0.42282840706762587,0.3414980928021052,0.3867315332380692,0.0,0.4584075747075174,0.5668646258826964,0.6583549863877404,0.77639778482432,0.5722440074087973,0.7341783234629184,0.7172909575234331,0.6074540826610706,0.7554494977516804,0.5405805955322986,0.7196455810569247,0.29985603704767594,0.775528300122886,0.692410977645484,0.6905294294679544,0.687755109576021,0.6826059718981403,0.8293548976473347,0.2264416806201895,0.32927650007630793,0.4729312277842375,0.28611189344910526,0.3817136995081057,0.32161656479826395,0.12291527780501404,0.3282991392282889,0.3895892810990484,0.7841328315608016,0.46496846025922434
IFNα2,0.4748216541846159,0.5436602612904021,0.45293222072484257,0.6343794558314464,0.37878337960686354,0.4222191788975247,0.36074723884194315,0.4584075747075174,0.0,0.5268800533330662,0.4437425156545458,0.5778472374496735,0.4091001609379245,0.5136393508388405,0.56148453863848,0.5599335744902331,0.6057957110129467,0.6008350389366709,0.5816473442924754,0.6012341940430167,0.5457515458423475,0.528129608223617,0.4768289005654581,0.5542171478400049,0.483899826208122,0.5642638661212914,0.46878264713885437,0.5342065404073348,0.4071140012320662,0.4683196207161944,0.5365989278953891,0.4680541636465951,0.45314887864353115,0.6184530012324091,0.5561099200366597,0.4974841914885518,0.48148787509668756
IFNγ,0.459672372905754,0.46353624152469586,0.4967773381851099,0.3982257296028953,0.5625635029159705,0.5622643801254612,0.43464293619264227,0.5668646258826964,0.5268800533330662,0.0,0.5631195920215251,0.6062000451625589,0.6729497660544422,0.43945666160712094,0.5824324767316892,0.5128147747520411,0.5730966720830398,0.5062737477208717,0.5954776233679583,0.5495372759983077,0.5577546964195202,0.5858466618368492,0.5972363651559416,0.3743259797531729,0.42928011497046337,0.5384004178863596,0.5001396756156018,0.5135709725238454,0.590038607476031,0.39808789520305515,0.3933134032467103,0.5865976734218113,0.5151125266095233,0.46453527408708845,0.6243336978003934,0.5993293815527857,0.21290428805348344
IL1α,0.6518507273842883,0.6543522632486926,0.5899421620660946,0.4412925472294553,0.517922045068312,0.5693880243729762,0.4659951641055904,0.6583549863877404,0.4437425156545458,0.5631195920215251,0.0,0.4800988443944549,0.4020625611413451,0.36228879867972796,0.345932845734213,0.4690728168041162,0.485979818102009,0.5022497550192,0.5239546926100969,0.6263179245258195,0.38994310217519396,0.3569576109224052,0.2632176729109515,0.510632671442983,0.46103481278668507,0.29065647570898645,0.5470440795926984,0.5826972968075278,0.373018825284606,0.5978310813186513,0.6263820773860295,0.6375486765145602,0.6774489636696314,0.654354976181551,0.6261483521709257,0.35704493552346217,0.6323485056391399
IL1β,0.7793350257316156,0.6831579658925873,0.4743359915005104,0.43362670264736536,0.5739439142915769,0.6420775684362292,0.6693027313926858,0.77639778482432,0.5778472374496735,0.6062000451625589,0.4800988443944549,0.0,0.3774642459515361,0.4071554803465973,0.3080131075370956,0.42123886316804804,0.2377666326354374,0.43213173513218917,0.20402488364388688,0.5956767368869529,0.22831598848445617,0.29800529120874286,0.40985649740495544,0.4578583759791347,0.35789559109739066,0.26008721699572823,0.768364743085537,0.6932770318495347,0.5821324957924792,0.701238346900911,0.6152354875122774,0.588996737698843,0.7431491597006847,0.6500958345526534,0.521286408798793,0.2343963370193275,0.6476841200289063
IL1Ra/Ra2,0.574308135888172,0.667912510853604,0.39474957055109283,0.6350711963538811,0.3877214613512722,0.45220341071170234,0.5981429674627298,0.5722440074087973,0.4091001609379245,0.6729497660544422,0.4020625611413451,0.3774642459515361,0.0,0.48897895037321126,0.3713548709436856,0.4671729917416042,0.43962166772771705,0.5897876269079456,0.3744664064995815,0.5650632731286607,0.4011837794285146,0.4382942125651972,0.388643898742804,0.5337782545574761,0.545982270649963,0.4297127504117896,0.5932655914767887,0.644367841504912,0.41936247812115773,0.6879135536548551,0.6931054465317298,0.4268212345561726,0.584902546525774,0.5363138909173403,0.5430793859366988,0.3643709612583489,0.5585935443991583
IL2,0.7396289907671538,0.6722371951300338,0.560660946349489,0.3414307786958901,0.5052242349487841,0.7163112859057627,0.4387986084668331,0.7341783234629184,0.5136393508388405,0.43945666160712094,0.36228879867972796,0.4071554803465973,0.48897895037321126,0.0,0.35323630104430276,0.36439360150242023,0.25369517863096847,0.5274512113872332,0.41300376688836893,0.7236775789800971,0.2803533310866342,0.43205670300873167,0.23111313175585396,0.28666388015859734,0.43172196031463017,0.20446232974890932,0.7625453403268352,0.7370409055059886,0.5539898165232716,0.6511052740496075,0.5836024225357735,0.6140629241257096,0.7836919441959842,0.5359058563142909,0.6516726353211963,0.30786358821489834,0.644770844333611
IL3,0.6285122223054322,0.6523874369502409,0.5604931838943582,0.3998197640463286,0.6160223692212824,0.6141759537191227,0.5592197075236975,0.7172909575234331,0.56148453863848,0.5824324767316892,0.345932845734213,0.3080131075370956,0.3713548709436856,0.35323630104430276,0.0,0.35555286053486723,0.35447741530046817,0.6013443198517072,0.2986900950905848,0.6736694691734326,0.18687765243814436,0.3254371424774486,0.3216027990814255,0.45307079072539386,0.450667700156453,0.2525575280576828,0.6946775416253033,0.6650456280702276,0.5422887656328431,0.7690055944313046,0.5948885108528065,0.6888446955606043,0.7590048122606047,0.6196907309292333,0.6304654272165662,0.2643715027081983,0.6815607484452788
IL4,0.5624994002081519,0.5741080818468166,0.6796174533436965,0.3699007477797456,0.6495051592345995,0.6442692029605825,0.554813431662268,0.6074540826610706,0.5599335744902331,0.5128147747520411,0.4690728168041162,0.42123886316804804,0.4671729917416042,0.36439360150242023,0.35555286053486723,0.0,0.2788329684979311,0.6439727233562054,0.34847318068745947,0.6784073579342541,0.3071352351198383,0.5365384036656484,0.44380155293133994,0.47156276326973295,0.30607997110247087,0.38102067068162393,0.7130219233368472,0.6111302986964746,0.4743721261186831,0.617488827181415,0.6617888413324405,0.705491823730038,0.5816329942696747,0.528477884157569,0.7057643275510177,0.19742226220189601,0.6125703506936867
IL5,0.7743992818997527,0.6666284491908673,0.5429225360757207,0.40345285811706655,0.5801991737950982,0.7174308610919277,0.6498763429409862,0.7554494977516804,0.6057957110129467,0.5730966720830398,0.485979818102009,0.2377666326354374,0.43962166772771705,0.25369517863096847,0.35447741530046817,0.2788329684979311,0.0,0.4940493922222895,0.22727656012313419,0.6808782660290441,0.24038862502755332,0.3767208463461772,0.34793443679666824,0.3828794124950242,0.30860541513927275,0.21391691104406857,0.807987529698543,0.730859679920228,0.543050988851543,0.7259411181827518,0.6809552361749345,0.6118302309413239,0.775867547184822,0.508543571020759,0.5518518514770789,0.17586709985193377,0.6541489803158199
IL6,0.6297754410835443,0.5281897960657234,0.46551969034278695,0.46206789370188034,0.5332105712804621,0.45568335794691944,0.6093940967228868,0.5405805955322986,0.6008350389366709,0.5062737477208717,0.5022497550192,0.43213173513218917,0.5897876269079456,0.5274512113872332,0.6013443198517072,0.6439727233562054,0.4940493922222895,0.0,0.49929320263218385,0.370159128517274,0.5552441822184332,0.45252293248778197,0.5833304982030625,0.4352373262458053,0.49249411096368056,0.5186345551396826,0.5047450770932879,0.4892530096880154,0.5722100582812815,0.5446978376194154,0.4358080408573476,0.41733917023875644,0.565752076075919,0.43649699959028393,0.34379453565823426,0.5829642358438779,0.5026942638493049
IL7,0.7113656677644846,0.7124304457203406,0.4676332561284957,0.4278349847876606,0.5964061517810746,0.6253554249843862,0.7225004436082315,0.7196455810569247,0.5816473442924754,0.5954776233679583,0.5239546926100969,0.20402488364388688,0.3744664064995815,0.41300376688836893,0.2986900950905848,0.34847318068745947,0.22727656012313419,0.49929320263218385,0.0,0.5935970636539045,0.271359199626487,0.3937576319077643,0.45502910969368915,0.35835423480450596,0.33473447688088587,0.31227814935253484,0.7849349879546148,0.7012980917693012,0.5684742857131803,0.708473986288868,0.654734049790308,0.6408085610501886,0.6998657669016197,0.5420918119405796,0.557227035293582,0.2287516356783756,0.5910284913426693
IL8,0.37296091005955806,0.3133251495284669,0.47672159573254125,0.5823064340207305,0.49461172053947394,0.44538883341888214,0.5796634157301261,0.29985603704767594,0.6012341940430167,0.5495372759983077,0.6263179245258195,0.5956767368869529,0.5650632731286607,0.7236775789800971,0.6736694691734326,0.6784073579342541,0.6808782660290441,0.370159128517274,0.5935970636539045,0.0,0.6945560732042405,0.6035649020174091,0.7128914876262792,0.6580407048681793,0.6511038631592303,0.7317710712995601,0.34499162150949464,0.3643137198260006,0.5299427259083395,0.3761252798520174,0.3381541597606105,0.3410561619645127,0.26174291332448474,0.35767599689163243,0.3385127048658617,0.7482895714500124,0.37043661714812287
IL9,0.7117980708845433,0.686655198980895,0.5824936088827251,0.37375479630525266,0.622593689557187,0.6783153737750756,0.5805553014947076,0.775528300122886,0.5457515458423475,0.5577546964195202,0.38994310217519396,0.22831598848445617,0.4011837794285146,0.2803533310866342,0.18687765243814436,0.3071352351198383,0.24038862502755332,0.5552441822184332,0.271359199626487,0.6945560732042405,0.0,0.35155113145539074,0.32671640196134266,0.3989201091288226,0.34539402414968934,0.2301109907302108,0.7685430343661596,0.7113098112261007,0.5634936973270712,0.7649004210749416,0.6375780840272663,0.6931868521150752,0.8243844467667844,0.640047302954737,0.6403996777781112,0.2085887413695397,0.6527476557720985
IL10,0.725551212862332,0.6742936900723238,0.47372557535988546,0.5248257181877252,0.5568575982169698,0.5273611263897611,0.6151595660862424,0.692410977645484,0.528129608223617,0.5858466618368492,0.3569576109224052,0.29800529120874286,0.4382942125651972,0.43205670300873167,0.3254371424774486,0.5365384036656484,0.3767208463461772,0.45252293248778197,0.3937576319077643,0.6035649020174091,0.35155113145539074,0.0,0.36664420218545557,0.4721230191332276,0.4971116446138095,0.19872850486785298,0.5276867967899995,0.5837763767459351,0.4655108775325017,0.6286630833860132,0.6302071598983777,0.6422947082533458,0.6980234615873739,0.636251136167861,0.5319817766540638,0.38471854193352184,0.6729071702530272
IL12-P40,0.684162212453355,0.6658351901453485,0.52191639826628,0.4980169970662796,0.4568542407156475,0.5810662023794102,0.446544404921148,0.6905294294679544,0.4768289005654581,0.5972363651559416,0.2632176729109515,0.40985649740495544,0.388643898742804,0.23111313175585396,0.3216027990814255,0.44380155293133994,0.34793443679666824,0.5833304982030625,0.45502910969368915,0.7128914876262792,0.32671640196134266,0.36664420218545557,0.0,0.4316684774829456,0.5174372401211059,0.2153065451120617,0.6439606617308526,0.6853727505010091,0.45153849169499066,0.6679107204494377,0.6031269835237324,0.5783806375354967,0.7435258864455051,0.6605172323733756,0.5716473815933809,0.30528209738862966,0.6725302034558115
IL12-P70,0.6109147086913044,0.6398162781488147,0.4841066765363265,0.34298513988148027,0.5070193835796878,0.6305274293968949,0.5056947597744227,0.687755109576021,0.5542171478400049,0.3743259797531729,0.510632671442983,0.4578583759791347,0.5337782545574761,0.28666388015859734,0.45307079072539386,0.47156276326973295,0.3828794124950242,0.4352373262458053,0.35835423480450596,0.6580407048681793,0.3989201091288226,0.4721230191332276,0.4316684774829456,0.0,0.37957440275831,0.3231908751479241,0.6881842262346721,0.6795328964934303,0.575701548645889,0.5850382302600682,0.5803331350039864,0.5939668785468141,0.679544495883074,0.5698710422911388,0.6125160911907048,0.41916750662851526,0.48483136055883763
IL13,0.632654159685572,0.6187901134521642,0.5726100053563642,0.3926448247953022,0.6346530401450168,0.6711652459957562,0.5318198238248832,0.6826059718981403,0.483899826208122,0.42928011497046337,0.46103481278668507,0.35789559109739066,0.545982270649963,0.43172196031463017,0.450667700156453,0.30607997110247087,0.30860541513927275,0.49249411096368056,0.33473447688088587,0.6511038631592303,0.34539402414968934,0.4971116446138095,0.5174372401211059,0.37957440275831,0.0,0.3723763878031945,0.7080246827789137,0.6454270312008369,0.48936282260428676,0.6140021686698514,0.642189419373471,0.6943395782476058,0.6587028085370976,0.6366080209812262,0.6612401530889203,0.21736738013911844,0.49159931283672975
IL15,0.8073754986578852,0.7327757372001665,0.5128632632057188,0.3879810994894019,0.609484902244716,0.6980299797368237,0.5724473363114732,0.8293548976473347,0.5642638661212914,0.5384004178863596,0.29065647570898645,0.26008721699572823,0.4297127504117896,0.20446232974890932,0.2525575280576828,0.38102067068162393,0.21391691104406857,0.5186345551396826,0.31227814935253484,0.7317710712995601,0.2301109907302108,0.19872850486785298,0.2153065451120617,0.3231908751479241,0.3723763878031945,0.0,0.7322123272822281,0.7167765871254627,0.49901688562465746,0.7117885356090954,0.6843651310759269,0.7332789293166861,0.8330617393253054,0.6404155911343199,0.6740658412281567,0.20713798241684145,0.6983438665275009
IP10,0.2652788188102557,0.3130496281704111,0.5125502091534629,0.6184945235151389,0.4728342663023576,0.2821956663068074,0.44014489525208245,0.2264416806201895,0.46878264713885437,0.5001396756156018,0.5470440795926984,0.768364743085537,0.5932655914767887,0.7625453403268352,0.6946775416253033,0.7130219233368472,0.807987529698543,0.5047450770932879,0.7849349879546148,0.34499162150949464,0.7685430343661596,0.5276867967899995,0.6439606617308526,0.6881842262346721,0.7080246827789137,0.7322123272822281,0.0,0.19836405358993398,0.5068565922685863,0.26726887602672206,0.3842629796229319,0.3975086426060732,0.22851541114515572,0.4569119838211584,0.3417599020085549,0.8224392764564035,0.4230138421860928
MCP1,0.34743694277694637,0.20102842983093938,0.5998061034682008,0.5569407436295013,0.6036038853661603,0.32999370691342966,0.4799271246296977,0.32927650007630793,0.5342065404073348,0.5135709725238454,0.5826972968075278,0.6932770318495347,0.644367841504912,0.7370409055059886,0.6650456280702276,0.6111302986964746,0.730859679920228,0.4892530096880154,0.7012980917693012,0.3643137198260006,0.7113098112261007,0.5837763767459351,0.6853727505010091,0.6795328964934303,0.6454270312008369,0.7167765871254627,0.19836405358993398,0.0,0.5323693634172694,0.24662652215486308,0.4038878431356562,0.49143348014505334,0.24277327234476215,0.41411943548054453,0.36814234811425756,0.7483815682418842,0.48101322613966857
MCP3,0.46017070488911105,0.5810736391491588,0.4882252324216221,0.6559818936692415,0.3573905465640159,0.45250018598134345,0.40364109906285844,0.4729312277842375,0.4071140012320662,0.590038607476031,0.373018825284606,0.5821324957924792,0.41936247812115773,0.5539898165232716,0.5422887656328431,0.4743721261186831,0.543050988851543,0.5722100582812815,0.5684742857131803,0.5299427259083395,0.5634936973270712,0.4655108775325017,0.45153849169499066,0.575701548645889,0.48936282260428676,0.49901688562465746,0.5068565922685863,0.5323693634172694,0.0,0.5117241195931106,0.5584613214391481,0.448345589484205,0.5097358636556119,0.5689897283727291,0.6147641479700402,0.4318587476007011,0.5404307655395929
MDC,0.35666680810662454,0.340999212646169,0.5437752900760722,0.5251383893091212,0.5084375756507343,0.44717550924073507,0.4086985097906656,0.28611189344910526,0.4683196207161944,0.39808789520305515,0.5978310813186513,0.701238346900911,0.6879135536548551,0.6511052740496075,0.7690055944313046,0.617488827181415,0.7259411181827518,0.5446978376194154,0.708473986288868,0.3761252798520174,0.7649004210749416,0.6286630833860132,0.6679107204494377,0.5850382302600682,0.6140021686698514,0.7117885356090954,0.26726887602672206,0.24662652215486308,0.5117241195931106,0.0,0.40271559299954457,0.4870967065295436,0.19064542581510802,0.453152300562964,0.4802619662916025,0.7449761161455556,0.37871544512981303
MIP1α,0.34643703402522885,0.3381968051038549,0.5162241850377562,0.5582292056336132,0.5043215266544205,0.4387957412447616,0.42965129879650354,0.3817136995081057,0.5365989278953891,0.3933134032467103,0.6263820773860295,0.6152354875122774,0.6931054465317298,0.5836024225357735,0.5948885108528065,0.6617888413324405,0.6809552361749345,0.4358080408573476,0.654734049790308,0.3381541597606105,0.6375780840272663,0.6302071598983777,0.6031269835237324,0.5803331350039864,0.642189419373471,0.6843651310759269,0.3842629796229319,0.4038878431356562,0.5584613214391481,0.40271559299954457,0.0,0.3748158000194647,0.41201310845167866,0.4067186553982666,0.4279628603349603,0.7272477987305599,0.3975019308079707
MIP1β,0.3395106335060414,0.44314125198059695,0.3929518099142281,0.6904009847259053,0.2094402660799785,0.36875418776429103,0.487687589405046,0.32161656479826395,0.4680541636465951,0.5865976734218113,0.6375486765145602,0.588996737698843,0.4268212345561726,0.6140629241257096,0.6888446955606043,0.705491823730038,0.6118302309413239,0.41733917023875644,0.6408085610501886,0.3410561619645127,0.6931868521150752,0.6422947082533458,0.5783806375354967,0.5939668785468141,0.6943395782476058,0.7332789293166861,0.3975086426060732,0.49143348014505334,0.448345589484205,0.4870967065295436,0.3748158000194647,0.0,0.39162399845173923,0.3807015773308991,0.2639139999981922,0.7104998013152981,0.4311696026858954
sCD40-L,0.191666009440339,0.2919354727120421,0.5162984745669611,0.6116241214168411,0.458927709217474,0.3875915295355805,0.4446420362042272,0.12291527780501404,0.45314887864353115,0.5151125266095233,0.6774489636696314,0.7431491597006847,0.584902546525774,0.7836919441959842,0.7590048122606047,0.5816329942696747,0.775867547184822,0.565752076075919,0.6998657669016197,0.26174291332448474,0.8243844467667844,0.6980234615873739,0.7435258864455051,0.679544495883074,0.6587028085370976,0.8330617393253054,0.22851541114515572,0.24277327234476215,0.5097358636556119,0.19064542581510802,0.41201310845167866,0.39162399845173923,0.0,0.3969371215629912,0.4304456302292047,0.7634260378194401,0.37325397279663186
TGFα,0.3879064406689863,0.40997965327784897,0.4646357524676847,0.5559304213062103,0.5185872994639631,0.446487391764124,0.5657661234951007,0.3282991392282889,0.6184530012324091,0.46453527408708845,0.654354976181551,0.6500958345526534,0.5363138909173403,0.5359058563142909,0.6196907309292333,0.528477884157569,0.508543571020759,0.43649699959028393,0.5420918119405796,0.35767599689163243,0.640047302954737,0.636251136167861,0.6605172323733756,0.5698710422911388,0.6366080209812262,0.6404155911343199,0.4569119838211584,0.41411943548054453,0.5689897283727291,0.453152300562964,0.4067186553982666,0.3807015773308991,0.3969371215629912,0.0,0.36185447899434015,0.6647542152303503,0.46199706233831805
TNFα,0.4781236965534354,0.38473170506708676,0.4294590185702757,0.6195180243737941,0.41307878749264826,0.3189448707801568,0.6250493717098335,0.3895892810990484,0.5561099200366597,0.6243336978003934,0.6261483521709257,0.521286408798793,0.5430793859366988,0.6516726353211963,0.6304654272165662,0.7057643275510177,0.5518518514770789,0.34379453565823426,0.557227035293582,0.3385127048658617,0.6403996777781112,0.5319817766540638,0.5716473815933809,0.6125160911907048,0.6612401530889203,0.6740658412281567,0.3417599020085549,0.36814234811425756,0.6147641479700402,0.4802619662916025,0.4279628603349603,0.2639139999981922,0.4304456302292047,0.36185447899434015,0.0,0.6696361924503554,0.5067853046739683
TNFβ,0.7606186045004477,0.7268161431749284,0.5542941192106378,0.42183295928358067,0.5771635222886351,0.6943179077084096,0.6006076655088385,0.7841328315608016,0.4974841914885518,0.5993293815527857,0.35704493552346217,0.2343963370193275,0.3643709612583489,0.30786358821489834,0.2643715027081983,0.19742226220189601,0.17586709985193377,0.5829642358438779,0.2287516356783756,0.7482895714500124,0.2085887413695397,0.38471854193352184,0.30528209738862966,0.41916750662851526,0.21736738013911844,0.20713798241684145,0.8224392764564035,0.7483815682418842,0.4318587476007011,0.7449761161455556,0.7272477987305599,0.7104998013152981,0.7634260378194401,0.6647542152303503,0.6696361924503554,0.0,0.674378252150072
VEGF,0.34523047472223467,0.4139219960852768,0.43904132544691954,0.5343144324153505,0.4584018186673164,0.45611942393292854,0.5001945097367129,0.46496846025922434,0.48148787509668756,0.21290428805348344,0.6323485056391399,0.6476841200289063,0.5585935443991583,0.644770844333611,0.6815607484452788,0.6125703506936867,0.6541489803158199,0.5026942638493049,0.5910284913426693,0.37043661714812287,0.6527476557720985,0.6729071702530272,0.6725302034558115,0.48483136055883763,0.49159931283672975,0.6983438665275009,0.4230138421860928,0.48101322613966857,0.5404307655395929,0.37871544512981303,0.3975019308079707,0.4311696026858954,0.37325397279663186,0.46199706233831805,0.5067853046739683,0.674378252150072,0.0
